"District
Number","District","Campus
Number","Campus","Region","County","School
Type","Grades
Served","Alternative
Education
Accountability","Charter","Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
"221901","ABILENE ISD","221901047","CLACK MIDDLE","REGION 14: ABILENE","TAYLOR","Middle School","06 - 08","No","No","707","72.6%","7.6%","C","78","C","71","C","77","D","69","C","77","B","80","Targeted Support",,"Not Earned","Earned","Not Earned","Earned","Not Earned","Earned","Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901048","CRAIG MIDDLE","REGION 14: ABILENE","TAYLOR","Middle School","06 - 08","No","No","781","76.2%","7.9%","B","82","C","72","B","80","C","76","B","80","B","86",,,"Earned","Earned","Not Earned","Earned","Earned","Earned","Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901102","AUSTIN EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","723","59.6%","1.7%","C","72","C","73","C","74","C","74","C","72","D","67",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901103","BONHAM EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","479","78.9%","1.9%","C","74","D","60","C","75","C","75","D","62","C","72","Targeted Support",,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901104","BOWIE EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","475","87.6%","2.1%","C","76","C","70","C","76","C","76","C","76","C","77","Targeted Support",,"Not Earned","Not Earned","Not Earned",,"Earned","Not Earned","Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901108","DYESS EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","615","68.9%","2.3%","B","87","C","76","B","86","B","86","B","81","B","88",,,"Earned","Not Earned","Not Earned",,"Earned","Earned","Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901112","ALCORTA EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","450","70.4%","1.3%","C","71","C","72","C","74","C","71","C","74","D","65",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901113","PURCELL EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","635","84.4%","4.4%","D","63","F","58","D","60","F","58","D","60","C","71","Targeted Support",,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901116","STAFFORD EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","443","88.5%","3.8%","A","90","C","72","A","91","A","91","B","81","B","87",,,"Earned","Earned","Earned",,"Earned","Earned","Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901121","TAYLOR EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","657","65.9%","3.7%","C","75","C","75","C","79","D","69","C","79","D","65",,,"Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901142","OCEANS BEHAVIORAL HEALTH","REGION 14: ABILENE","TAYLOR","High School","08 - 12","Yes","No","3","33.3%","0%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"19","19","71","71","28","28","SPECIAL ASSIGNMENT SCHOOL"
"221901","ABILENE ISD","221901150","WARD EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","494","52.2%","5.1%","C","74","C","73","C","73","C","73","D","69","C","75",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901151","THOMAS EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","411","74.5%","15.3%","C","79","C","75","B","81","C","73","B","81","C","74",,,"Earned","Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901152","ORTIZ EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","483","92.3%","36.9%","F","48","F","50","F","56","F","56","F","52","F","30","Comprehensive Identified","true","Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901153","BASSETTI EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","552","73.9%","5.4%","D","64","D","64","D","65","D","65","D","65","D","60","Targeted Support",,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901155","MARTINEZ EL","REGION 14: ABILENE","TAYLOR","Elementary","KG - 05","No","No","411","94.2%","4.6%","D","63","F","58","D","63","F","55","D","63","D","62",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221901","ABILENE ISD","221901156","LONG EARLY LEARNING CENTER","REGION 14: ABILENE","TAYLOR","Elementary","EE - PK","No","No","808","86.4%","7.1%","C","72","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"19","19","71","71","28","28","SELECTIVE ENRL SCHL-SPCL PGM-BASED"
"221904","MERKEL ISD",,,"REGION 14: ABILENE","TAYLOR","District",,"No","No","1,139","54.7%","2.5%","C","78","C","78","C","75","C","70","C","75","C","77",,,,,,,,,"Not Earned",,,,,,,
"221904","MERKEL ISD","221904001","MERKEL H S","REGION 14: ABILENE","TAYLOR","High School","09 - 12","No","No","327","48.3%","1.2%","B","81","B","83","C","77","D","67","C","77","C","76",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221904","MERKEL ISD","221904041","MERKEL MIDDLE","REGION 14: ABILENE","TAYLOR","Middle School","06 - 08","No","No","248","50.8%","3.2%","C","75","C","76","C","72","D","65","C","72","C","74",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221904","MERKEL ISD","221904102","MERKEL EL","REGION 14: ABILENE","TAYLOR","Elementary","PK - 05","No","No","564","60.1%","2.8%","B","81","C","74","B","80","B","80","C","75","B","83",,,"Not Earned","Not Earned","Not Earned",,"Earned","Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221905","TRENT ISD",,,"REGION 14: ABILENE","TAYLOR","District",,"No","No","130","67.7%","2.3%","D","64","C","72","D","69","D","64","D","69","F","45",,,,,,,,,,,,,,,,
"221905","TRENT ISD","221905001","TRENT INDEPENDENT SCHOOL DISTRICT","REGION 14: ABILENE","TAYLOR","Elem/Secondary","PK - 12","No","No","130","67.7%","2.3%","D","64","C","72","D","69","D","64","D","69","F","45","Comprehensive Identified",,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL-TRANSFERS ACCEPTED"
"221911","JIM NED CISD",,,"REGION 14: ABILENE","TAYLOR","District",,"No","No","1,621","22.1%","0.5%","B","86","B","88","C","78","C","78","C","76","B","82",,,,,,,,,"Not Earned",,,,,,,
"221911","JIM NED CISD","221911001","JIM NED H S","REGION 14: ABILENE","TAYLOR","High School","09 - 12","No","No","457","15.3%","0%","B","81","B","83","D","69","D","69","D","67","C","76",,,"Not Earned","Not Earned","Earned","Not Earned","Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL- NO TRANSFERS ACCEPTED"
"221911","JIM NED CISD","221911041","JIM NED MIDDLE","REGION 14: ABILENE","TAYLOR","Middle School","06 - 08","No","No","373","20.4%","0%","A","91","A","92","B","85","B","85","B","81","A","90",,,"Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL- NO TRANSFERS ACCEPTED"
"221911","JIM NED CISD","221911101","LAWN EL","REGION 14: ABILENE","TAYLOR","Elementary","EE - 05","No","No","399","34.1%","1.8%","B","86","A","90","B","82","C","74","B","82","C","75",,,"Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Earned","19","19","71","71","28","28","ZONED SCHOOL- NO TRANSFERS ACCEPTED"
"221911","JIM NED CISD","221911102","BUFFALO GAP EL","REGION 14: ABILENE","TAYLOR","Elementary","EE - 05","No","No","392","19.6%","0.3%","A","90","A","92","B","88","B","88","B","80","B","85",,,"Earned","Not Earned","Earned",,"Not Earned","Not Earned","Not Earned","19","19","71","71","28","28","ZONED SCHOOL- NO TRANSFERS ACCEPTED"
"221912","WYLIE ISD",,,"REGION 14: ABILENE","TAYLOR","District",,"No","No","5,389","24.2%","2.6%","B","87","B","88","C","76","C","76","C","76","B","85",,,,,,,,,"Not Earned",,,,,,,
